Date,Transaction Description,Category,Amount,Balance,Transaction Type,Payment Method,Merchant Category Code,Location,Account Number,Transaction ID,Currency,Notes,Category Confidence Score
2023-10-01 12:21:57.958751,Whole Foods,Groceries,-72.33,-1466.3,debit,Credit Card,,Los Angeles,XXXX-XXXX-XXXX-1234,T10170,USD,,0.74
2023-10-02 12:21:57.958751,City Electric,Utilities,-65.42,-1531.72,debit,Check,,Seattle,XXXX-XXXX-XXXX-1234,T10171,USD,,0.9
2023-10-02 12:21:57.958751,Gym Membership,Health,-29.64,-1561.36,debit,Online Transfer,,Houston,XXXX-XXXX-XXXX-1234,T10172,USD,,0.8
2023-10-02 12:21:57.958751,Airbnb,Travel,426.11,-1135.25,credit,Debit Card,,Seattle,XXXX-XXXX-XXXX-1234,T10173,GBP,,0.92
2023-10-02 12:21:57.958751,City Electric,Utilities,-100.39,-1235.64,debit,Credit Card,,Denver,XXXX-XXXX-XXXX-1234,T10174,USD,,0.86
2023-10-04 12:21:57.958751,Uber,Transport,-27.28,-1262.92,debit,Check,,Houston,XXXX-XXXX-XXXX-1234,T10175,GBP,,0.84
2023-10-05 12:21:57.958751,Starbucks,Coffee,-5.03,-1267.95,debit,Online Transfer,,Los Angeles,XXXX-XXXX-XXXX-1234,T10176,EUR,,0.75
2023-10-06 12:21:57.958751,McDonald's,Dining,-25.61,-1293.56,debit,Online Transfer,,San Francisco,XXXX-XXXX-XXXX-1234,T10177,USD,,0.89
2023-10-06 12:21:57.958751,Local Bookstore,Shopping,-12.91,-1306.47,debit,Debit Card,,Seattle,XXXX-XXXX-XXXX-1234,T10178,EUR,,0.99
2023-10-07 12:21:57.958751,Local Bookstore,Shopping,-8.14,-1314.61,fee,Check,,New York,XXXX-XXXX-XXXX-1234,T10179,USD,,0.95
2023-10-07 12:21:57.958751,City Electric,Utilities,105.01,-1209.6,transfer,Online Transfer,,Los Angeles,XXXX-XXXX-XXXX-1234,T10180,USD,,0.72
2023-10-07 12:21:57.958751,McDonald's,Dining,-2.93,-1212.53,debit,Credit Card,,Chicago,XXXX-XXXX-XXXX-1234,T10181,EUR,,0.81
2023-10-07 12:21:57.958751,Delta Airlines,Travel,-348.69,-1561.22,debit,Debit Card,,New York,XXXX-XXXX-XXXX-1234,T10182,USD,,0.98
2023-10-08 12:21:57.958751,Airbnb,Travel,348.65,-1212.57,credit,Check,,Miami,XXXX-XXXX-XXXX-1234,T10183,USD,,0.85
2023-10-09 12:21:57.958751,Local Bookstore,Shopping,-127.7,-1340.27,debit,Debit Card,,Atlanta,XXXX-XXXX-XXXX-1234,T10184,EUR,,0.9
2023-10-09 12:21:57.958751,Water Utility,Utilities,-107.17,-1447.44,debit,Credit Card,,Los Angeles,XXXX-XXXX-XXXX-1234,T10185,USD,,0.97
2023-10-10 12:21:57.958751,Starbucks,Coffee,-8.08,-1455.52,debit,Check,,San Francisco,XXXX-XXXX-XXXX-1234,T10186,USD,,0.96
2023-10-11 12:21:57.958751,CVS Pharmacy,Health,-40.9,-1496.42,debit,Debit Card,,Los Angeles,XXXX-XXXX-XXXX-1234,T10187,GBP,,0.85
2023-10-11 12:21:57.958751,Local Bookstore,Shopping,-47.68,-1544.1,debit,Cash,,Denver,XXXX-XXXX-XXXX-1234,T10188,USD,,0.83
2023-10-12 12:21:57.958751,Best Buy,Electronics,-14.93,-1559.03,debit,Credit Card,,Houston,XXXX-XXXX-XXXX-1234,T10189,USD,,0.8
2023-10-13 12:21:57.958751,Water Utility,Utilities,-44.07,-1603.1,debit,Credit Card,,Seattle,XXXX-XXXX-XXXX-1234,T10190,USD,,0.92
2023-10-14 12:21:57.958751,Amazon,Shopping,-216.67,-1819.77,transfer,Credit Card,,Houston,XXXX-XXXX-XXXX-1234,T10191,USD,,0.79
2023-10-15 12:21:57.958751,City Electric,Utilities,-42.87,-1862.64,debit,Cash,,Houston,XXXX-XXXX-XXXX-1234,T10192,USD,,0.77
2023-10-15 12:21:57.958751,Water Utility,Utilities,64.66,-1797.98,credit,Cash,,Los Angeles,XXXX-XXXX-XXXX-1234,T10193,GBP,,0.81
2023-10-15 12:21:57.958751,Netflix,Entertainment,16.85,-1781.13,credit,Online Transfer,,Denver,XXXX-XXXX-XXXX-1234,T10194,USD,,0.75
2023-10-16 12:21:57.958751,Local Bookstore,Shopping,-73.1,-1854.23,debit,Debit Card,,Seattle,XXXX-XXXX-XXXX-1234,T10195,USD,,0.91
2023-10-17 12:21:57.958751,Shell Gas,Fuel,-55.96,-1910.19,debit,Online Transfer,,Seattle,XXXX-XXXX-XXXX-1234,T10196,EUR,,0.88
2023-10-18 12:21:57.958751,Starbucks,Coffee,-0.35,-1910.54,debit,Debit Card,,Houston,XXXX-XXXX-XXXX-1234,T10197,EUR,,0.84
2023-10-19 12:21:57.958751,Airbnb,Travel,-306.82,-2217.36,debit,Cash,,Miami,XXXX-XXXX-XXXX-1234,T10198,USD,,0.82
2023-10-20 12:21:57.958751,Uber,Transport,34.19,-2183.17,credit,Cash,,Atlanta,XXXX-XXXX-XXXX-1234,T10199,USD,,0.97
2023-10-20 12:21:57.958751,Walmart,Groceries,-96.42,-2279.59,debit,Online Transfer,,Denver,XXXX-XXXX-XXXX-1234,T10200,USD,,0.71
2023-10-20 12:21:57.958751,Spotify,Entertainment,6.05,-2273.54,refund,Check,,Miami,XXXX-XXXX-XXXX-1234,T10201,USD,,0.93
2023-10-21 12:21:57.958751,Spotify,Entertainment,-17.43,-2290.97,debit,Online Transfer,,Boston,XXXX-XXXX-XXXX-1234,T10202,USD,,0.97
2023-10-22 12:21:57.958751,Local Bookstore,Shopping,-9.81,-2300.78,debit,Debit Card,,Boston,XXXX-XXXX-XXXX-1234,T10203,USD,,0.83
2023-10-22 12:21:57.958751,CVS Pharmacy,Health,-6.86,-2307.64,debit,Online Transfer,,New York,XXXX-XXXX-XXXX-1234,T10204,GBP,,0.87
2023-10-23 12:21:57.958751,Amazon,Shopping,-142.24,-2449.88,debit,Credit Card,,Houston,XXXX-XXXX-XXXX-1234,T10205,EUR,,0.98
2023-10-24 12:21:57.958751,Starbucks,Coffee,-4.99,-2454.87,debit,Debit Card,,Seattle,XXXX-XXXX-XXXX-1234,T10206,USD,,0.76
2023-10-24 12:21:57.958751,Water Utility,Utilities,-119.19,-2574.06,debit,Debit Card,,Los Angeles,XXXX-XXXX-XXXX-1234,T10207,USD,,0.86
2023-10-26 12:21:57.958751,Uber,Transport,-7.83,-2581.89,debit,Check,,Seattle,XXXX-XXXX-XXXX-1234,T10208,USD,,0.84
2023-10-27 12:21:57.958751,Airbnb,Travel,-377.99,-2959.88,debit,Cash,,Seattle,XXXX-XXXX-XXXX-1234,T10209,USD,,0.78
2023-10-28 12:21:57.958751,Starbucks,Coffee,-19.34,-2979.22,fee,Debit Card,,San Francisco,XXXX-XXXX-XXXX-1234,T10210,USD,,0.95
2023-10-28 12:21:57.958751,Walmart,Groceries,-60.49,-3039.71,debit,Cash,,Seattle,XXXX-XXXX-XXXX-1234,T10211,EUR,,0.97
2023-10-29 12:21:57.958751,Airbnb,Travel,384.89,-2654.82,credit,Online Transfer,,New York,XXXX-XXXX-XXXX-1234,T10212,USD,,0.93
2023-11-01 12:21:57.958751,Best Buy,Electronics,240.51,-2414.31,credit,Credit Card,,Miami,XXXX-XXXX-XXXX-1234,T10213,USD,,0.76
2023-11-01 12:21:57.958751,Apple Store,Electronics,317.74,-2096.57,transfer,Check,,Boston,XXXX-XXXX-XXXX-1234,T10214,EUR,,0.73
2023-11-02 12:21:57.958751,Walmart,Groceries,-2.5,-2099.07,debit,Cash,,Seattle,XXXX-XXXX-XXXX-1234,T10215,USD,,0.88
2023-11-02 12:21:57.958751,Local Bookstore,Shopping,102.0,-1997.07,credit,Debit Card,,Seattle,XXXX-XXXX-XXXX-1234,T10216,USD,,0.72
2023-11-02 12:21:57.958751,Starbucks,Coffee,-7.75,-2004.82,debit,Cash,,San Francisco,XXXX-XXXX-XXXX-1234,T10217,USD,,0.9
2023-11-02 12:21:57.958751,Best Buy,Electronics,-109.96,-2114.78,debit,Debit Card,,Denver,XXXX-XXXX-XXXX-1234,T10218,USD,,0.86
2023-11-03 12:21:57.958751,Airbnb,Travel,-388.82,-2503.6,debit,Cash,,Los Angeles,XXXX-XXXX-XXXX-1234,T10219,GBP,,0.9
2023-11-03 12:21:57.958751,Amazon,Shopping,95.48,-2408.12,credit,Debit Card,,Denver,XXXX-XXXX-XXXX-1234,T10220,USD,,0.88
2023-11-03 12:21:57.958751,Walmart,Groceries,-69.39,-2477.51,debit,Online Transfer,,Los Angeles,XXXX-XXXX-XXXX-1234,T10221,USD,,0.83
2023-11-04 12:21:57.958751,CVS Pharmacy,Health,38.88,-2438.63,credit,Debit Card,,Atlanta,XXXX-XXXX-XXXX-1234,T10222,USD,,0.76
2023-11-04 12:21:57.958751,CVS Pharmacy,Health,-29.11,-2467.74,debit,Debit Card,,Seattle,XXXX-XXXX-XXXX-1234,T10223,GBP,,0.79
2023-11-05 12:21:57.958751,Target,Shopping,121.63,-2346.11,credit,Credit Card,,San Francisco,XXXX-XXXX-XXXX-1234,T10224,USD,,0.86
2023-11-06 12:21:57.958751,Delta Airlines,Travel,69.39,-2276.72,refund,Debit Card,,Chicago,XXXX-XXXX-XXXX-1234,T10225,USD,,0.9
2023-11-07 12:21:57.958751,Shell Gas,Fuel,-59.44,-2336.16,debit,Credit Card,,Houston,XXXX-XXXX-XXXX-1234,T10226,USD,,0.93
2023-11-08 12:21:57.958751,Gym Membership,Health,26.62,-2309.54,refund,Check,,Boston,XXXX-XXXX-XXXX-1234,T10227,USD,,0.93
2023-11-09 12:21:57.958751,Apple Store,Electronics,-164.0,-2473.54,debit,Credit Card,,Miami,XXXX-XXXX-XXXX-1234,T10228,USD,,0.99
2023-11-09 12:21:57.958751,CVS Pharmacy,Health,-44.17,-2517.71,debit,Online Transfer,,Boston,XXXX-XXXX-XXXX-1234,T10229,USD,,0.79
2023-11-10 12:21:57.958751,Delta Airlines,Travel,-416.84,-2934.55,debit,Credit Card,,Miami,XXXX-XXXX-XXXX-1234,T10230,USD,,0.72
2023-11-11 12:21:57.958751,Water Utility,Utilities,-71.58,-3006.13,debit,Check,,Atlanta,XXXX-XXXX-XXXX-1234,T10231,USD,,0.8
2023-11-12 12:21:57.958751,Uber,Transport,-11.15,-3017.28,debit,Online Transfer,,Denver,XXXX-XXXX-XXXX-1234,T10232,EUR,,0.92
2023-11-12 12:21:57.958751,Spotify,Entertainment,-26.96,-3044.24,debit,Cash,,New York,XXXX-XXXX-XXXX-1234,T10233,USD,,0.83
2023-11-13 12:21:57.958751,Uber,Transport,-20.09,-3064.33,debit,Cash,,Seattle,XXXX-XXXX-XXXX-1234,T10234,USD,,0.95
2023-11-15 12:21:57.958751,Starbucks,Coffee,-5.98,-3070.31,transfer,Credit Card,,Chicago,XXXX-XXXX-XXXX-1234,T10235,USD,,0.86
2023-11-16 12:21:57.958751,Local Bookstore,Shopping,108.57,-2961.74,credit,Credit Card,,Miami,XXXX-XXXX-XXXX-1234,T10236,GBP,,0.98
2023-11-18 12:21:57.958751,Delta Airlines,Travel,409.16,-2552.58,credit,Check,,Houston,XXXX-XXXX-XXXX-1234,T10237,USD,,0.98
2023-11-18 12:21:57.958751,Local Bookstore,Shopping,97.49,-2455.09,credit,Check,,Miami,XXXX-XXXX-XXXX-1234,T10238,EUR,,0.72
2023-11-18 12:21:57.958751,Shell Gas,Fuel,33.04,-2422.05,credit,Debit Card,,New York,XXXX-XXXX-XXXX-1234,T10239,EUR,,0.84
2023-11-19 12:21:57.958751,Water Utility,Utilities,-4.22,-2426.27,debit,Check,,Boston,XXXX-XXXX-XXXX-1234,T10240,USD,,0.88
2023-11-19 12:21:57.958751,Amazon,Shopping,-70.18,-2496.45,debit,Debit Card,,San Francisco,XXXX-XXXX-XXXX-1234,T10241,GBP,,0.78
2023-11-19 12:21:57.958751,Starbucks,Coffee,8.93,-2487.52,credit,Online Transfer,,Boston,XXXX-XXXX-XXXX-1234,T10242,USD,,0.82
2023-11-20 12:21:57.958751,Best Buy,Electronics,-227.11,-2714.63,debit,Credit Card,,Atlanta,XXXX-XXXX-XXXX-1234,T10243,USD,,0.9
2023-11-21 12:21:57.958751,Apple Store,Electronics,-293.96,-3008.59,debit,Online Transfer,,San Francisco,XXXX-XXXX-XXXX-1234,T10244,EUR,,0.77
2023-11-21 12:21:57.958751,Gym Membership,Health,-19.25,-3027.84,debit,Check,,Boston,XXXX-XXXX-XXXX-1234,T10245,EUR,,0.88
2023-11-23 12:21:57.958751,Target,Shopping,-21.33,-3049.17,debit,Online Transfer,,Houston,XXXX-XXXX-XXXX-1234,T10246,USD,,0.91
2023-11-24 12:21:57.958751,Spotify,Entertainment,-5.84,-3055.01,debit,Online Transfer,,Boston,XXXX-XXXX-XXXX-1234,T10247,USD,,0.73
2023-11-25 12:21:57.958751,Amazon,Shopping,-95.14,-3150.15,debit,Online Transfer,,Houston,XXXX-XXXX-XXXX-1234,T10248,USD,,0.85
2023-11-25 12:21:57.958751,Walmart,Groceries,-0.15,-3150.3,debit,Check,,Houston,XXXX-XXXX-XXXX-1234,T10249,EUR,,0.78
2023-11-26 12:21:57.958751,Costco,Groceries,-24.84,-3175.14,debit,Online Transfer,,San Francisco,XXXX-XXXX-XXXX-1234,T10250,USD,,0.92
2023-11-26 12:21:57.958751,Gym Membership,Health,-24.74,-3199.88,debit,Debit Card,,Denver,XXXX-XXXX-XXXX-1234,T10251,USD,,0.76
2023-11-26 12:21:57.958751,Apple Store,Electronics,-67.91,-3267.79,debit,Check,,Los Angeles,XXXX-XXXX-XXXX-1234,T10252,USD,,0.97
2023-11-28 12:21:57.958751,Apple Store,Electronics,112.58,-3155.21,credit,Online Transfer,,Seattle,XXXX-XXXX-XXXX-1234,T10253,USD,,0.83
2023-11-29 12:21:57.958751,Netflix,Entertainment,-17.17,-3172.38,debit,Check,,Miami,XXXX-XXXX-XXXX-1234,T10254,EUR,,0.76
2023-11-30 12:21:57.958751,Whole Foods,Groceries,-51.15,-3223.53,debit,Cash,,Los Angeles,XXXX-XXXX-XXXX-1234,T10255,USD,,0.83
2023-11-30 12:21:57.958751,Amazon,Shopping,143.37,-3080.16,credit,Debit Card,,New York,XXXX-XXXX-XXXX-1234,T10256,GBP,,0.82
2023-12-01 12:21:57.958751,Costco,Groceries,-22.24,-3102.4,debit,Online Transfer,,Denver,XXXX-XXXX-XXXX-1234,T10257,USD,,0.83
2023-12-01 12:21:57.958751,Walmart,Groceries,-69.0,-3171.4,debit,Cash,,Los Angeles,XXXX-XXXX-XXXX-1234,T10258,EUR,,0.88
2023-12-01 12:21:57.958751,Gym Membership,Health,-61.76,-3233.16,debit,Cash,,San Francisco,XXXX-XXXX-XXXX-1234,T10259,USD,,0.86
2023-12-02 12:21:57.958751,Costco,Groceries,63.93,-3169.23,credit,Check,,New York,XXXX-XXXX-XXXX-1234,T10260,USD,,0.74
2023-12-04 12:21:57.958751,City Electric,Utilities,-52.13,-3221.36,debit,Cash,,Chicago,XXXX-XXXX-XXXX-1234,T10261,USD,,0.72
2023-12-05 12:21:57.958751,Spotify,Entertainment,-16.09,-3237.45,debit,Debit Card,,Denver,XXXX-XXXX-XXXX-1234,T10262,USD,,0.92
2023-12-05 12:21:57.958751,CVS Pharmacy,Health,35.09,-3202.36,credit,Debit Card,,Los Angeles,XXXX-XXXX-XXXX-1234,T10263,USD,,0.87
2023-12-06 12:21:57.958751,City Electric,Utilities,-44.09,-3246.45,debit,Credit Card,,New York,XXXX-XXXX-XXXX-1234,T10264,GBP,,0.81
2023-12-08 12:21:57.958751,Water Utility,Utilities,-100.62,-3347.07,debit,Debit Card,,Chicago,XXXX-XXXX-XXXX-1234,T10265,USD,,0.94
2023-12-09 12:21:57.958751,Local Bookstore,Shopping,-93.05,-3440.12,debit,Cash,,Boston,XXXX-XXXX-XXXX-1234,T10266,USD,,0.82
2023-12-10 12:21:57.958751,City Electric,Utilities,-120.19,-3560.31,debit,Debit Card,,New York,XXXX-XXXX-XXXX-1234,T10267,USD,,0.94
2023-12-11 12:21:57.958751,CVS Pharmacy,Health,-27.26,-3587.57,debit,Check,,San Francisco,XXXX-XXXX-XXXX-1234,T10268,USD,,0.79
2023-12-12 12:21:57.958751,Whole Foods,Groceries,-41.47,-3629.04,debit,Credit Card,,Boston,XXXX-XXXX-XXXX-1234,T10269,USD,,0.72
2023-12-12 12:21:57.958751,Airbnb,Travel,309.01,-3320.03,credit,Cash,,San Francisco,XXXX-XXXX-XXXX-1234,T10270,EUR,,0.98
2023-12-14 12:21:57.958751,Amazon,Shopping,-43.99,-3364.02,debit,Credit Card,,Los Angeles,XXXX-XXXX-XXXX-1234,T10271,GBP,,0.82
2023-12-15 12:21:57.958751,McDonald's,Dining,-28.14,-3392.16,debit,Cash,,Seattle,XXXX-XXXX-XXXX-1234,T10272,USD,,0.94
2023-12-16 12:21:57.958751,Uber,Transport,-52.32,-3444.48,debit,Check,,Los Angeles,XXXX-XXXX-XXXX-1234,T10273,USD,,0.78
2023-12-17 12:21:57.958751,Whole Foods,Groceries,-40.44,-3484.92,debit,Credit Card,,Boston,XXXX-XXXX-XXXX-1234,T10274,USD,,0.89
2023-12-18 12:21:57.958751,Target,Shopping,-65.98,-3550.9,debit,Online Transfer,,Houston,XXXX-XXXX-XXXX-1234,T10275,USD,,0.96
2023-12-18 12:21:57.958751,CVS Pharmacy,Health,34.17,-3516.73,credit,Cash,,Los Angeles,XXXX-XXXX-XXXX-1234,T10276,USD,,0.71
2023-12-18 12:21:57.958751,Shell Gas,Fuel,-26.41,-3543.14,debit,Online Transfer,,Boston,XXXX-XXXX-XXXX-1234,T10277,USD,,0.95
2023-12-18 12:21:57.958751,McDonald's,Dining,33.9,-3509.24,credit,Credit Card,,New York,XXXX-XXXX-XXXX-1234,T10278,USD,,0.87
2023-12-18 12:21:57.958751,Amazon,Shopping,98.45,-3410.79,credit,Online Transfer,,Atlanta,XXXX-XXXX-XXXX-1234,T10279,USD,,0.88
2023-12-19 12:21:57.958751,Apple Store,Electronics,-141.47,-3552.26,debit,Online Transfer,,Los Angeles,XXXX-XXXX-XXXX-1234,T10280,EUR,,0.86
2023-12-19 12:21:57.958751,Target,Shopping,82.79,-3469.47,credit,Credit Card,,New York,XXXX-XXXX-XXXX-1234,T10281,USD,,0.96
2023-12-20 12:21:57.958751,Netflix,Entertainment,-17.2,-3486.67,debit,Check,,San Francisco,XXXX-XXXX-XXXX-1234,T10282,USD,,0.71
2023-12-20 12:21:57.958751,Water Utility,Utilities,-72.48,-3559.15,debit,Online Transfer,,Denver,XXXX-XXXX-XXXX-1234,T10283,USD,,0.78
2023-12-20 12:21:57.958751,Spotify,Entertainment,-6.47,-3565.62,debit,Online Transfer,,Seattle,XXXX-XXXX-XXXX-1234,T10284,USD,,0.96
2023-12-20 12:21:57.958751,Shell Gas,Fuel,-22.14,-3587.76,debit,Check,,San Francisco,XXXX-XXXX-XXXX-1234,T10285,GBP,,0.93
2023-12-22 12:21:57.958751,Whole Foods,Groceries,-88.32,-3676.08,debit,Online Transfer,,San Francisco,XXXX-XXXX-XXXX-1234,T10286,EUR,,0.71
2023-12-22 12:21:57.958751,Netflix,Entertainment,-15.25,-3691.33,debit,Online Transfer,,Boston,XXXX-XXXX-XXXX-1234,T10287,EUR,,0.86
2023-12-23 12:21:57.958751,Amazon,Shopping,-105.08,-3796.41,debit,Online Transfer,,Houston,XXXX-XXXX-XXXX-1234,T10288,USD,,0.86
2023-12-23 12:21:57.958751,City Electric,Utilities,-78.96,-3875.37,debit,Debit Card,,Miami,XXXX-XXXX-XXXX-1234,T10289,EUR,,0.82
2023-12-23 12:21:57.958751,Apple Store,Electronics,-339.46,-4214.83,debit,Check,,Atlanta,XXXX-XXXX-XXXX-1234,T10290,USD,,0.79
2023-12-24 12:21:57.958751,Netflix,Entertainment,14.66,-4200.17,transfer,Online Transfer,,Houston,XXXX-XXXX-XXXX-1234,T10291,EUR,,0.9
2023-12-24 12:21:57.958751,Costco,Groceries,69.69,-4130.48,credit,Check,,Boston,XXXX-XXXX-XXXX-1234,T10292,USD,,0.76
2023-12-26 12:21:57.958751,Spotify,Entertainment,-5.44,-4135.92,debit,Cash,,Seattle,XXXX-XXXX-XXXX-1234,T10293,GBP,,0.94
2023-12-29 12:21:57.958751,Netflix,Entertainment,-10.36,-4146.28,debit,Cash,,Atlanta,XXXX-XXXX-XXXX-1234,T10294,GBP,,0.94
2023-12-29 12:21:57.958751,Airbnb,Travel,312.92,-3833.36,credit,Online Transfer,,Atlanta,XXXX-XXXX-XXXX-1234,T10295,EUR,,0.82
2023-12-29 12:21:57.958751,Amazon,Shopping,115.05,-3718.31,credit,Check,,Boston,XXXX-XXXX-XXXX-1234,T10296,USD,,0.79
2023-12-30 12:21:57.958751,Costco,Groceries,76.24,-3642.07,credit,Check,,Chicago,XXXX-XXXX-XXXX-1234,T10297,USD,,0.79
2023-12-31 12:21:57.958751,McDonald's,Dining,-31.4,-3673.47,debit,Check,,San Francisco,XXXX-XXXX-XXXX-1234,T10298,EUR,,0.84
2023-12-31 12:21:57.958751,Uber,Transport,-56.24,-3729.71,debit,Debit Card,,Denver,XXXX-XXXX-XXXX-1234,T10299,USD,,0.92
2024-01-01 12:21:57.958751,Spotify,Entertainment,-2.02,-3731.73,debit,Cash,,Chicago,XXXX-XXXX-XXXX-1234,T10300,EUR,,0.81
2024-01-02 12:21:57.958751,McDonald's,Dining,-10.76,-3742.49,debit,Check,,Boston,XXXX-XXXX-XXXX-1234,T10301,USD,,0.88
2024-01-03 12:21:57.958751,City Electric,Utilities,130.82,-3611.67,credit,Check,,Chicago,XXXX-XXXX-XXXX-1234,T10302,USD,,0.81
2024-01-04 12:21:57.958751,CVS Pharmacy,Health,23.09,-3588.58,credit,Debit Card,,Denver,XXXX-XXXX-XXXX-1234,T10303,GBP,,0.79
2024-01-04 12:21:57.958751,Amazon,Shopping,-189.56,-3778.14,debit,Debit Card,,Boston,XXXX-XXXX-XXXX-1234,T10304,USD,,0.71
2024-01-05 12:21:57.958751,Target,Shopping,124.42,-3653.72,credit,Check,,Boston,XXXX-XXXX-XXXX-1234,T10305,USD,,0.7
2024-01-09 12:21:57.958751,Starbucks,Coffee,-5.46,-3659.18,debit,Credit Card,,Atlanta,XXXX-XXXX-XXXX-1234,T10306,USD,,0.77
2024-01-10 12:21:57.958751,Local Bookstore,Shopping,-36.01,-3695.19,debit,Check,,Chicago,XXXX-XXXX-XXXX-1234,T10307,USD,,0.82
2024-01-11 12:21:57.958751,Shell Gas,Fuel,-30.98,-3726.17,debit,Check,,New York,XXXX-XXXX-XXXX-1234,T10308,EUR,,0.96
2024-01-12 12:21:57.958751,Local Bookstore,Shopping,-237.37,-3963.54,transfer,Debit Card,,Los Angeles,XXXX-XXXX-XXXX-1234,T10309,USD,,0.94
2024-01-12 12:21:57.958751,Target,Shopping,-97.63,-4061.17,debit,Debit Card,,Boston,XXXX-XXXX-XXXX-1234,T10310,GBP,,0.78
2024-01-13 12:21:57.958751,Airbnb,Travel,212.67,-3848.5,transfer,Check,,Chicago,XXXX-XXXX-XXXX-1234,T10311,EUR,,0.77
2024-01-14 12:21:57.958751,Target,Shopping,106.51,-3741.99,credit,Check,,Miami,XXXX-XXXX-XXXX-1234,T10312,USD,,0.77
2024-01-14 12:21:57.958751,Shell Gas,Fuel,-43.07,-3785.06,debit,Check,,Seattle,XXXX-XXXX-XXXX-1234,T10313,EUR,,0.8
2024-01-14 12:21:57.958751,City Electric,Utilities,-147.83,-3932.89,debit,Debit Card,,Miami,XXXX-XXXX-XXXX-1234,T10314,USD,,0.85
2024-01-14 12:21:57.958751,Uber,Transport,15.47,-3917.42,credit,Check,,Chicago,XXXX-XXXX-XXXX-1234,T10315,USD,,0.83
2024-01-15 12:21:57.958751,Airbnb,Travel,-238.85,-4156.27,debit,Check,,San Francisco,XXXX-XXXX-XXXX-1234,T10316,GBP,,0.77
2024-01-15 12:21:57.958751,Walmart,Groceries,29.16,-4127.11,transfer,Online Transfer,,San Francisco,XXXX-XXXX-XXXX-1234,T10317,USD,,0.74
2024-01-17 12:21:57.958751,Amazon,Shopping,-196.3,-4323.41,transfer,Credit Card,,Chicago,XXXX-XXXX-XXXX-1234,T10318,USD,,0.7
2024-01-17 12:21:57.958751,Best Buy,Electronics,-50.22,-4373.63,debit,Cash,,Atlanta,XXXX-XXXX-XXXX-1234,T10319,USD,,0.75
2024-01-17 12:21:57.958751,Apple Store,Electronics,-260.47,-4634.1,debit,Credit Card,,Atlanta,XXXX-XXXX-XXXX-1234,T10320,USD,,0.91
2024-01-17 12:21:57.958751,Starbucks,Coffee,6.75,-4627.35,transfer,Online Transfer,,Boston,XXXX-XXXX-XXXX-1234,T10321,USD,,0.77
2024-01-20 12:21:57.958751,Shell Gas,Fuel,-46.15,-4673.5,debit,Cash,,Denver,XXXX-XXXX-XXXX-1234,T10322,EUR,,0.84
2024-01-20 12:21:57.958751,Best Buy,Electronics,-117.54,-4791.04,debit,Check,,Los Angeles,XXXX-XXXX-XXXX-1234,T10323,USD,,0.88
2024-01-20 12:21:57.958751,Gym Membership,Health,-39.84,-4830.88,debit,Online Transfer,,Boston,XXXX-XXXX-XXXX-1234,T10324,USD,,0.97
2024-01-21 12:21:57.958751,Local Bookstore,Shopping,-159.77,-4990.65,debit,Check,,Miami,XXXX-XXXX-XXXX-1234,T10325,USD,,0.97
2024-01-22 12:21:57.958751,Walmart,Groceries,95.2,-4895.45,transfer,Debit Card,,Los Angeles,XXXX-XXXX-XXXX-1234,T10326,USD,,0.92
2024-01-22 12:21:57.958751,Gym Membership,Health,35.52,-4859.93,credit,Online Transfer,,Miami,XXXX-XXXX-XXXX-1234,T10327,USD,,0.71
2024-01-22 12:21:57.958751,Target,Shopping,-135.8,-4995.73,debit,Debit Card,,Atlanta,XXXX-XXXX-XXXX-1234,T10328,USD,,0.87
2024-01-22 12:21:57.958751,City Electric,Utilities,-54.42,-5050.15,debit,Online Transfer,,Chicago,XXXX-XXXX-XXXX-1234,T10329,USD,,0.94
2024-01-23 12:21:57.958751,McDonald's,Dining,-1.04,-5051.19,debit,Online Transfer,,Denver,XXXX-XXXX-XXXX-1234,T10330,USD,,0.71
2024-01-24 12:21:57.958751,Target,Shopping,119.77,-4931.42,credit,Debit Card,,Miami,XXXX-XXXX-XXXX-1234,T10331,USD,,0.86
2024-01-24 12:21:57.958751,Amazon,Shopping,-76.48,-5007.9,debit,Cash,,Atlanta,XXXX-XXXX-XXXX-1234,T10332,USD,,0.96
2024-01-25 12:21:57.958751,Whole Foods,Groceries,-9.38,-5017.28,debit,Credit Card,,Denver,XXXX-XXXX-XXXX-1234,T10333,GBP,,0.84
2024-01-26 12:21:57.958751,Amazon,Shopping,-109.57,-5126.85,debit,Check,,Boston,XXXX-XXXX-XXXX-1234,T10334,GBP,,0.7
2024-01-26 12:21:57.958751,Whole Foods,Groceries,-27.66,-5154.51,debit,Online Transfer,,Chicago,XXXX-XXXX-XXXX-1234,T10335,USD,,0.7
2024-01-26 12:21:57.958751,Whole Foods,Groceries,76.97,-5077.54,transfer,Check,,Seattle,XXXX-XXXX-XXXX-1234,T10336,GBP,,0.82
2024-01-27 12:21:57.958751,Airbnb,Travel,-458.09,-5535.63,debit,Debit Card,,San Francisco,XXXX-XXXX-XXXX-1234,T10337,EUR,,0.75
2024-01-27 12:21:57.958751,City Electric,Utilities,-38.64,-5574.27,debit,Check,,Houston,XXXX-XXXX-XXXX-1234,T10338,USD,,0.9
2024-01-28 12:21:57.958751,Starbucks,Coffee,-4.8,-5579.07,debit,Debit Card,,Denver,XXXX-XXXX-XXXX-1234,T10339,USD,,0.91
